Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD2023233,Bell,Retail,Fabric Display,"Quebec City, Quebec",2023-01-27,2023-01-28,103,$356.53,Processing
ORD2023234,Cineplex,Retail,LED Signage,"Halifax, Nova Scotia",2023-03-13,2023-03-15,159,$459.31,Processing
ORD2023235,Rogers,Retail,Acrylic Panel,"Calgary, Alberta",08/04/2023,13-Apr-2023,125,54.88,Shipped
ORD2023236,Bell,Retail,,"Brampton, Ontario",12/07/2023,2023-07-17,168,$381.62,Delivered
ORD2023237,Nike,Sports,banner print,"Surrey, British Columbia",2023-06-30,2023-07-05,195,$164.79,Shipped
ORD2023238,Cineplex,Construction,LED signage,"Surrey, British Columbia",07/06/2023,2023-06-08,14,$447.16,Processing
ORD2023239,Cineplex,Construction,banner print,"Montreal, Quebec",13/02/2023,18-Feb-2023,16,30.62,Shipped
ORD2023240,Bell,Events,banner print,"Edmonton, Alberta",2023-08-31,2023-09-06,184,33.36,Delivered
ORD2023241,FIFA,Events,Lightbox Frame,"Quebec City, Quebec",10/11/2023,16-Nov-2023,142,399.98,Processing
ORD2023242,Adidas,Retail,Lightbox Frame,"Calgary, Alberta",2023-01-28,29-Jan-2023,138,$375.64,Delivered
ORD2023243,Cineplex,Sports,LED signage,"Brampton, Ontario",22/10/2023,2023-10-28,184,480.93,Shipped
ORD2023244,Lululemon,Hospitality,Fabric Display,"Brampton, Ontario",2023-02-01,2023-02-03,44,187.35,Delivered
ORD2023245,Rogers,Retail,Lightbox Frame,"Toronto, Ontario",04/08/2023,2023-08-07,187,167.6,Delivered
ORD2023246,Cineplex,Retail,LED signage,"Montreal, Quebec",17/08/2023,2023-08-20,150,188.33,Processing
ORD2023247,Nike,Construction,Banner Print,"Edmonton, Alberta",2023-12-29,03-Jan-2024,9,178.39,Shipped
ORD2023248,Walmart,Sports,Banner Print,"Montreal, Quebec",15/05/2023,20-May-2023,142,$116.62,Processing
ORD2023249,Cineplex,Construction,Fabric Display,"Toronto, Ontario",29/08/2023,30-Aug-2023,150,234.58,Shipped
ORD2023250,Bell,Sports,LED signage,"Mississauga, Ontario",13/07/2023,2023-07-15,69,$388.56,Delivered
ORD2023251,FIFA,Retail,LED Signage,"Brampton, Ontario",2023-08-14,2023-08-20,77,$417.13,Processing
ORD2023252,FIFA,Construction,LED Signage,"Calgary, Alberta",2023-08-11,2023-08-13,20,$294.19,Processing
ORD2023253,Lululemon,Construction,Lightbox Frame,"Mississauga, Ontario",26/09/2023,2023-09-27,189,$326.58,Delivered
ORD2023254,Bell,Sports,banner print,"Quebec City, Quebec",2023-09-23,2023-09-26,162,$199.55,Shipped
ORD2023255,Cineplex,Retail,LED Signage,"Vancouver, British Columbia",22/12/2023,2023-12-25,170,$313.36,Processing
ORD2023256,Rogers,Hospitality,Lightbox Frame,"Vancouver, British Columbia",2023-11-11,2023-11-12,124,438.81,Shipped
ORD2023257,FIFA,Hospitality,Fabric Display,"Toronto, Ontario",29/05/2023,03-Jun-2023,67,$397.66,Processing
ORD2023258,Walmart,Retail,LED signage,"Vancouver, British Columbia",2023-07-06,10-Jul-2023,20,472.32,Delivered
ORD2023259,Adidas,Sports,,"Surrey, British Columbia",2023-09-16,21-Sep-2023,33,499.73,Delivered
ORD2023260,Bell,Retail,Fabric Display,"Vancouver, British Columbia",2023-08-19,22-Aug-2023,72,$40.22,Delivered
ORD2023261,Adidas,Events,Acrylic Panel,"Vancouver, British Columbia",12/05/2023,2023-05-13,43,$196.91,Processing
ORD2023262,FIFA,Retail,Fabric Display,"Vancouver, British Columbia",2023-11-29,05-Dec-2023,48,443.3,Shipped
ORD2023263,Adidas,Events,Banner Print,"Toronto, Ontario",22/03/2023,2023-03-27,176,$486.16,Shipped
ORD2023264,Cineplex,Construction,LED signage," Winnipeg, Manitoba ",2023-06-25,2023-06-30,190,379.38,Shipped
ORD2023265,Bell,Sports,Fabric Display," Winnipeg, Manitoba ",24/11/2023,2023-11-28,93,$262.84,Shipped
ORD2023266,Lululemon,Retail,Banner Print,"Vancouver, British Columbia",2023-05-10,2023-05-11,167,246.42,Processing
ORD2023267,Lululemon,Retail,banner print,"Vancouver, British Columbia",2023-11-07,13-Nov-2023,174,35.65,Shipped
ORD2023268,Lululemon,Events,Fabric Display,"Calgary, Alberta",24/06/2023,2023-06-26,26,$80.44,Delivered
ORD2023269,Cineplex,Events,Fabric Display,"Halifax, Nova Scotia",20/09/2023,2023-09-25,69,349.79,Shipped
ORD2023270,Walmart,Events,,"Surrey, British Columbia",26/01/2023,2023-01-28,192,$239.22,Shipped
ORD2023271,Bell,Events,Lightbox Frame,"Montreal, Quebec",08/05/2023,2023-05-12,98,338.77,Shipped
ORD2023272,Rogers,Sports,banner print,"Surrey, British Columbia",2023-05-13,2023-05-18,147,113.32,Processing
ORD2023273,FIFA,Sports,Acrylic Panel,"Edmonton, Alberta",11/05/2023,12-May-2023,39,355.17,Delivered
ORD2023274,Adidas,Sports,,"Toronto, Ontario",15/01/2023,20-Jan-2023,158,$369.42,Processing
ORD2023275,Adidas,Construction,Fabric Display,"Toronto, Ontario",2023-05-16,19-May-2023,184,331.33,Processing
ORD2023276,Nike,Events,Fabric Display,"Surrey, British Columbia",21/02/2023,23-Feb-2023,107,$217.77,Delivered
ORD2023277,Bell,Construction,Lightbox Frame," Winnipeg, Manitoba ",27/12/2023,2023-12-28,197,478.09,Processing
ORD2023278,Bell,Sports,Lightbox Frame,"Edmonton, Alberta",2023-06-06,2023-06-07,13,$242.98,Delivered
ORD2023279,Adidas,Construction,LED signage,"Calgary, Alberta",2023-12-22,28-Dec-2023,65,$429.9,Delivered
ORD2023280,Walmart,Events,Fabric Display,"Calgary, Alberta",2023-07-19,2023-07-23,58,284.83,Shipped
ORD2023281,Cineplex,Events,Fabric Display,"Surrey, British Columbia",2023-05-08,13-May-2023,12,$17.57,Processing
ORD2023282,Rogers,Retail,LED Signage,"Brampton, Ontario",2023-08-20,25-Aug-2023,1,$302.71,Processing
ORD2023283,Lululemon,Construction,,"Toronto, Ontario",2023-04-18,22-Apr-2023,175,460.26,Processing
ORD2023284,Nike,Hospitality,banner print," Winnipeg, Manitoba ",29/12/2023,2023-12-31,23,$61.47,Processing
ORD2023285,Rogers,Construction,Fabric Display,"Calgary, Alberta",18/03/2023,19-Mar-2023,184,$427.58,Processing
ORD2023286,Cineplex,Retail,Acrylic Panel," Winnipeg, Manitoba ",04/08/2023,10-Aug-2023,28,$325.6,Shipped
ORD2023287,Rogers,Sports,LED Signage,"Vancouver, British Columbia",2023-08-08,13-Aug-2023,133,205.13,Shipped
ORD2023288,Cineplex,Retail,,"Halifax, Nova Scotia",09/10/2023,15-Oct-2023,174,$448.79,Shipped
ORD2023289,Rogers,Retail,Acrylic Panel,"Montreal, Quebec",2023-10-17,2023-10-20,140,166.2,Delivered
ORD2023290,Adidas,Construction,Fabric Display,"Mississauga, Ontario",2023-12-21,23-Dec-2023,9,217.76,Delivered
ORD2023291,Adidas,Construction,Banner Print,"Toronto, Ontario",2023-05-29,03-Jun-2023,99,$129.53,Shipped
ORD2023292,FIFA,Hospitality,LED signage,"Halifax, Nova Scotia",2023-08-15,19-Aug-2023,105,$124.8,Delivered
ORD2023293,Cineplex,Construction,banner print,"Halifax, Nova Scotia",18/02/2023,20-Feb-2023,94,69.04,Delivered
ORD2023294,Nike,Sports,,"Surrey, British Columbia",2023-11-03,07-Nov-2023,73,300.95,Shipped
ORD2023295,Bell,Events,Lightbox Frame,"Edmonton, Alberta",20/12/2023,26-Dec-2023,72,$314.55,Processing
ORD2023296,Cineplex,Retail,,"Quebec City, Quebec",19/08/2023,21-Aug-2023,104,$130.83,Delivered
ORD2023297,FIFA,Construction,banner print,"Vancouver, British Columbia",18/10/2023,22-Oct-2023,16,$482.83,Delivered
ORD2023298,Lululemon,Construction,LED signage,"Vancouver, British Columbia",2023-09-02,2023-09-05,50,$249.74,Processing
ORD2023299,Walmart,Hospitality,LED Signage,"Surrey, British Columbia",17/05/2023,2023-05-23,172,$371.23,Processing
ORD2023300,Bell,Events,Fabric Display,"Calgary, Alberta",2023-11-08,14-Nov-2023,62,$196.48,Processing
ORD2023301,Rogers,Retail,Lightbox Frame,"Montreal, Quebec",2023-11-05,06-Nov-2023,68,81.32,Shipped
ORD2023302,Bell,Retail,Banner Print," Winnipeg, Manitoba ",13/02/2023,2023-02-16,61,118.96,Shipped
ORD2023303,Bell,Retail,," Winnipeg, Manitoba ",23/02/2023,2023-02-24,174,395.89,Delivered
ORD2023304,Nike,Construction,LED signage,"Mississauga, Ontario",2023-09-10,2023-09-16,131,$220.12,Shipped
ORD2023305,Nike,Hospitality,Fabric Display,"Quebec City, Quebec",05/12/2023,06-Dec-2023,156,170.86,Processing
ORD2023306,Rogers,Retail,banner print," Winnipeg, Manitoba ",2023-07-03,2023-07-09,199,161.23,Processing
ORD2023307,Lululemon,Retail,LED signage,"Montreal, Quebec",2023-04-21,23-Apr-2023,6,$282.54,Delivered
ORD2023308,Walmart,Events,Fabric Display,"Quebec City, Quebec",2023-10-13,2023-10-16,111,174.07,Shipped
ORD2023309,Cineplex,Retail,LED Signage,"Vancouver, British Columbia",2023-01-01,04-Jan-2023,194,$27.4,Delivered
ORD2023310,Walmart,Events,LED signage,"Quebec City, Quebec",20/09/2023,22-Sep-2023,18,$72.27,Shipped
ORD2023311,Cineplex,Sports,LED Signage,"Mississauga, Ontario",23/06/2023,27-Jun-2023,37,$247.72,Processing
ORD2023312,Lululemon,Retail,banner print,"Mississauga, Ontario",01/03/2023,2023-03-02,16,$243.62,Shipped
ORD2023313,FIFA,Construction,Fabric Display,"Surrey, British Columbia",2023-08-29,04-Sep-2023,194,$171.32,Shipped
ORD2023314,FIFA,Sports,Acrylic Panel,"Vancouver, British Columbia",2023-07-28,2023-07-30,35,$493.02,Shipped
ORD2023315,Rogers,Sports,banner print,"Toronto, Ontario",2023-08-29,2023-08-31,9,$106.25,Processing
ORD2023316,Lululemon,Sports,Fabric Display,"Mississauga, Ontario",2023-10-06,12-Oct-2023,193,$321.75,Delivered
ORD2023317,Walmart,Construction,Fabric Display,"Montreal, Quebec",24/11/2023,25-Nov-2023,77,$289.27,Shipped
ORD2023318,Nike,Sports,LED signage,"Mississauga, Ontario",2023-11-06,2023-11-07,91,261.66,Delivered
ORD2023319,Rogers,Events,,"Montreal, Quebec",21/12/2023,23-Dec-2023,128,$178.36,Delivered
ORD2023320,Rogers,Retail,Acrylic Panel,"Toronto, Ontario",25/06/2023,30-Jun-2023,161,$482.4,Delivered
ORD2023321,FIFA,Retail,Fabric Display," Winnipeg, Manitoba ",2023-06-21,2023-06-26,99,$61.9,Processing
ORD2023322,Rogers,Construction,Acrylic Panel,"Vancouver, British Columbia",23/05/2023,2023-05-26,103,$226.26,Processing
ORD2023323,Adidas,Retail,LED Signage,"Halifax, Nova Scotia",26/12/2023,2023-12-30,108,$344.06,Delivered
ORD2023324,FIFA,Hospitality,LED Signage,"Toronto, Ontario",02/07/2023,2023-07-04,102,$209.48,Delivered
ORD2023325,Bell,Sports,LED signage,"Mississauga, Ontario",2023-12-23,2023-12-26,13,$86.51,Processing
ORD2023326,Nike,Events,banner print,"Montreal, Quebec",02/03/2023,2023-03-04,143,$310.42,Shipped
ORD2023327,Cineplex,Construction,Fabric Display,"Montreal, Quebec",06/06/2023,08-Jun-2023,64,202.06,Processing
ORD2023328,FIFA,Construction,banner print," Winnipeg, Manitoba ",2023-09-17,21-Sep-2023,172,135.84,Shipped
ORD2023329,Lululemon,Sports,Banner Print,"Calgary, Alberta",12/12/2023,16-Dec-2023,162,$187.73,Processing
ORD2023330,Lululemon,Construction,banner print," Winnipeg, Manitoba ",03/01/2023,04-Jan-2023,124,$474.76,Processing
ORD2023331,Cineplex,Construction,banner print,"Mississauga, Ontario",12/12/2023,2023-12-18,72,$332.19,Processing
ORD2023332,Bell,Events,banner print," Winnipeg, Manitoba ",2023-09-25,2023-09-26,123,213.63,Processing
ORD2023333,Cineplex,Sports,banner print,"Mississauga, Ontario",2023-08-24,2023-08-26,37,399.06,Processing
ORD2023334,Bell,Events,LED signage,"Edmonton, Alberta",09/09/2023,2023-09-15,164,457.02,Processing
ORD2023335,FIFA,Sports,Lightbox Frame,"Mississauga, Ontario",15/09/2023,2023-09-16,115,$95.69,Delivered
ORD2023336,Bell,Retail,,"Calgary, Alberta",21/08/2023,26-Aug-2023,37,$105.14,Processing
ORD2023337,Bell,Events,Acrylic Panel,"Halifax, Nova Scotia",2023-05-17,2023-05-22,17,77.29,Processing
ORD2023338,Lululemon,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",12/02/2023,18-Feb-2023,76,39.5,Delivered
ORD2023339,Adidas,Events,LED Signage," Winnipeg, Manitoba ",2023-09-20,25-Sep-2023,51,$376.56,Delivered
ORD2023340,Bell,Events,Lightbox Frame,"Surrey, British Columbia",2023-09-07,12-Sep-2023,100,$320.75,Processing
ORD2023341,Nike,Events,LED signage,"Calgary, Alberta",20/01/2023,22-Jan-2023,9,$267.54,Processing
ORD2023342,Lululemon,Retail,LED signage,"Brampton, Ontario",2023-01-14,2023-01-16,52,26.23,Delivered
ORD2023343,FIFA,Construction,Lightbox Frame,"Surrey, British Columbia",2023-11-25,2023-11-28,38,333.55,Processing
ORD2023344,Cineplex,Retail,LED signage,"Toronto, Ontario",29/06/2023,30-Jun-2023,157,367.85,Delivered
ORD2023345,FIFA,Events,Fabric Display,"Brampton, Ontario",2023-09-15,20-Sep-2023,167,$78.9,Shipped
ORD2023346,Bell,Events,LED signage,"Quebec City, Quebec",2023-03-24,27-Mar-2023,51,$319.87,Delivered
ORD2023347,Adidas,Hospitality,LED signage,"Edmonton, Alberta",2023-07-14,2023-07-18,10,348.27,Delivered
ORD2023348,Lululemon,Retail,Banner Print,"Toronto, Ontario",2023-08-12,2023-08-16,3,207.73,Delivered
ORD2023349,FIFA,Events,LED Signage,"Calgary, Alberta",29/04/2023,03-May-2023,171,382.78,Processing
ORD2023350,Nike,Sports,,"Mississauga, Ontario",02/02/2023,07-Feb-2023,67,$394.18,Delivered
ORD2023351,Cineplex,Events,banner print,"Montreal, Quebec",01/05/2023,05-May-2023,119,189.41,Processing
ORD2023352,Rogers,Events,Fabric Display,"Surrey, British Columbia",07/07/2023,12-Jul-2023,199,$90.47,Processing
ORD2023353,Bell,Events,Lightbox Frame,"Calgary, Alberta",2023-09-10,16-Sep-2023,111,73.69,Delivered
ORD2023354,Bell,Hospitality,Lightbox Frame,"Calgary, Alberta",22/12/2023,2023-12-27,18,$424.12,Processing
ORD2023355,Rogers,Sports,banner print,"Montreal, Quebec",2023-08-18,20-Aug-2023,150,322.68,Processing
ORD2023356,Lululemon,Construction,Banner Print,"Montreal, Quebec",30/08/2023,2023-09-01,71,$468.07,Delivered
ORD2023357,Walmart,Retail,LED Signage,"Toronto, Ontario",2023-02-21,2023-02-24,199,480.09,Delivered
ORD2023358,Rogers,Retail,,"Brampton, Ontario",02/08/2023,2023-08-06,44,163.06,Shipped
ORD2023359,Cineplex,Hospitality,LED signage,"Edmonton, Alberta",25/06/2023,26-Jun-2023,13,$194.27,Shipped
ORD2023360,Rogers,Retail,Acrylic Panel,"Surrey, British Columbia",2023-07-15,2023-07-16,181,169.57,Processing
ORD2023361,Walmart,Retail,banner print,"Surrey, British Columbia",19/03/2023,2023-03-20,164,450.19,Processing
ORD2023362,Bell,Events,LED signage,"Edmonton, Alberta",2023-11-30,2023-12-04,189,$384.68,Shipped
ORD2023363,Adidas,Construction,Fabric Display,"Edmonton, Alberta",2023-04-25,30-Apr-2023,16,$307.55,Processing
ORD2023364,Rogers,Sports,,"Calgary, Alberta",17/03/2023,18-Mar-2023,191,32.48,Delivered
ORD2023365,FIFA,Retail,banner print,"Montreal, Quebec",2023-12-02,08-Dec-2023,117,$383.85,Processing
ORD2023366,Walmart,Events,Acrylic Panel,"Calgary, Alberta",2023-02-16,19-Feb-2023,47,$370.76,Delivered
ORD2023367,Cineplex,Retail,Banner Print,"Toronto, Ontario",19/10/2023,21-Oct-2023,4,284.21,Shipped
ORD2023368,Walmart,Events,Lightbox Frame,"Quebec City, Quebec",03/03/2023,04-Mar-2023,151,262.28,Shipped
ORD2023369,FIFA,Events,Banner Print,"Quebec City, Quebec",29/07/2023,02-Aug-2023,79,435.87,Shipped
ORD2023370,Walmart,Events,,"Vancouver, British Columbia",16/05/2023,21-May-2023,186,$64.92,Processing
ORD2023371,FIFA,Hospitality,Lightbox Frame,"Surrey, British Columbia",15/05/2023,16-May-2023,195,482.55,Delivered
ORD2023372,Lululemon,Hospitality,,"Vancouver, British Columbia",01/01/2023,2023-01-03,195,$274.27,Delivered
ORD2023373,Rogers,Construction,banner print,"Edmonton, Alberta",19/06/2023,25-Jun-2023,119,$232.47,Delivered
ORD2023374,Adidas,Sports,banner print,"Vancouver, British Columbia",20/09/2023,2023-09-21,114,$139.29,Shipped
ORD2023375,Cineplex,Events,,"Calgary, Alberta",03/08/2023,09-Aug-2023,131,256.75,Shipped
ORD2023376,Walmart,Construction,Lightbox Frame,"Toronto, Ontario",02/07/2023,2023-07-03,63,$10.88,Shipped
ORD2023377,Adidas,Construction,Lightbox Frame,"Calgary, Alberta",23/01/2023,2023-01-24,14,$231.48,Processing
ORD2023378,Walmart,Retail,Fabric Display,"Edmonton, Alberta",2023-05-14,17-May-2023,63,30.62,Processing
ORD2023379,Nike,Construction,,"Brampton, Ontario",18/11/2023,2023-11-21,199,$327.61,Processing
ORD2023380,Walmart,Events,banner print,"Toronto, Ontario",2023-02-15,2023-02-20,163,$40.62,Delivered
ORD2023381,Walmart,Sports,LED signage," Winnipeg, Manitoba ",04/04/2023,06-Apr-2023,117,$331.89,Delivered
ORD2023382,Adidas,Events,," Winnipeg, Manitoba ",2023-06-17,2023-06-20,67,$122.28,Shipped
ORD2023383,Lululemon,Events,Acrylic Panel,"Edmonton, Alberta",15/11/2023,2023-11-16,194,254.33,Processing
ORD2023384,Bell,Hospitality,LED Signage,"Quebec City, Quebec",2023-02-26,27-Feb-2023,95,$187.21,Processing
ORD2023385,Cineplex,Retail,Banner Print," Winnipeg, Manitoba ",2023-10-23,28-Oct-2023,194,$340.84,Processing
ORD2023386,Rogers,Construction,LED signage," Winnipeg, Manitoba ",2023-06-20,21-Jun-2023,146,14.17,Delivered
ORD2023387,Bell,Retail,Fabric Display,"Brampton, Ontario",2023-01-08,09-Jan-2023,65,384.3,Delivered
ORD2023388,FIFA,Construction,Banner Print," Winnipeg, Manitoba ",03/12/2023,2023-12-06,106,86.8,Delivered
ORD2023389,Cineplex,Construction,LED signage,"Montreal, Quebec",2023-06-04,06-Jun-2023,18,$127.38,Shipped
ORD2023390,Nike,Sports,banner print,"Montreal, Quebec",2023-10-12,2023-10-14,191,$145.2,Delivered
ORD2023391,Rogers,Hospitality,Fabric Display,"Halifax, Nova Scotia",22/09/2023,26-Sep-2023,162,$285.8,Delivered
ORD2023392,FIFA,Sports,,"Edmonton, Alberta",2023-09-09,2023-09-14,17,445.73,Shipped
ORD2023393,Nike,Events,Lightbox Frame,"Quebec City, Quebec",2023-03-09,2023-03-11,155,467.32,Shipped
ORD2023394,FIFA,Sports,banner print,"Halifax, Nova Scotia",21/07/2023,27-Jul-2023,198,246.61,Shipped
ORD2023395,Walmart,Retail,,"Surrey, British Columbia",22/05/2023,2023-05-24,83,382.73,Shipped
ORD2023396,Bell,Events,Acrylic Panel,"Halifax, Nova Scotia",21/03/2023,2023-03-23,136,118.13,Delivered
ORD2023397,Nike,Events,Acrylic Panel,"Mississauga, Ontario",11/02/2023,2023-02-15,7,284.58,Delivered
ORD2023398,Rogers,Events,banner print,"Brampton, Ontario",07/01/2023,13-Jan-2023,83,83.49,Shipped
ORD2023399,Cineplex,Retail,Lightbox Frame,"Calgary, Alberta",2023-06-09,2023-06-15,98,127.67,Delivered
ORD2023400,Bell,Hospitality,Acrylic Panel,"Surrey, British Columbia",2023-12-27,29-Dec-2023,51,173.52,Shipped
ORD2023401,Walmart,Retail,Acrylic Panel,"Brampton, Ontario",23/02/2023,2023-02-28,13,$196.17,Delivered
ORD2023402,Bell,Retail,LED signage," Winnipeg, Manitoba ",17/06/2023,2023-06-23,172,387.09,Shipped
ORD2023403,FIFA,Sports,Fabric Display,"Quebec City, Quebec",17/03/2023,2023-03-19,140,137.32,Delivered
ORD2023404,Cineplex,Sports,Banner Print,"Vancouver, British Columbia",2023-09-12,15-Sep-2023,123,$373.13,Shipped
ORD2023405,Walmart,Events,banner print,"Brampton, Ontario",11/09/2023,2023-09-15,16,171.94,Shipped
ORD2023406,Bell,Construction,,"Brampton, Ontario",06/02/2023,11-Feb-2023,72,174.93,Processing
ORD2023407,Cineplex,Retail,Fabric Display,"Calgary, Alberta",2023-10-28,03-Nov-2023,12,$142.64,Delivered
ORD2023408,Nike,Sports,Banner Print,"Halifax, Nova Scotia",2023-07-05,06-Jul-2023,116,$303.14,Processing
ORD2023409,Adidas,Sports,Fabric Display,"Edmonton, Alberta",03/01/2023,2023-01-07,98,374.07,Processing
ORD2023410,Bell,Construction,banner print,"Calgary, Alberta",2023-01-11,13-Jan-2023,103,452.51,Shipped
ORD2023411,Nike,Retail,Acrylic Panel,"Montreal, Quebec",2023-08-14,19-Aug-2023,14,$239.92,Processing
ORD2023412,Lululemon,Hospitality,,"Mississauga, Ontario",24/06/2023,30-Jun-2023,2,311.42,Processing
ORD2023413,Lululemon,Sports,LED Signage,"Mississauga, Ontario",26/09/2023,2023-10-01,169,150.65,Delivered
ORD2023414,Bell,Events,LED Signage," Winnipeg, Manitoba ",2023-04-24,28-Apr-2023,180,170.24,Shipped
ORD2023415,Rogers,Construction,Acrylic Panel,"Vancouver, British Columbia",2023-04-15,2023-04-17,43,23.64,Shipped
ORD2023416,FIFA,Retail,Fabric Display,"Quebec City, Quebec",14/02/2023,19-Feb-2023,115,134.3,Delivered
ORD2023417,Nike,Retail,LED signage,"Edmonton, Alberta",18/06/2023,2023-06-22,84,427.55,Processing
ORD2023418,Walmart,Construction,Fabric Display,"Vancouver, British Columbia",2023-11-11,2023-11-17,7,306.84,Processing
ORD2023419,Rogers,Events,,"Toronto, Ontario",2023-07-13,15-Jul-2023,8,$311.64,Processing
ORD2023420,Rogers,Hospitality,Banner Print,"Montreal, Quebec",09/04/2023,13-Apr-2023,21,$198.26,Processing
ORD2023421,Rogers,Hospitality,banner print,"Montreal, Quebec",2023-11-19,2023-11-22,118,175.52,Delivered
ORD2023422,Walmart,Sports,Lightbox Frame,"Edmonton, Alberta",15/10/2023,2023-10-16,129,161.64,Shipped
ORD2023423,Bell,Sports,banner print," Winnipeg, Manitoba ",18/04/2023,2023-04-24,135,285.62,Shipped
ORD2023424,Bell,Events,banner print,"Mississauga, Ontario",2023-08-31,02-Sep-2023,137,386.39,Delivered
ORD2023425,Rogers,Events,Fabric Display,"Toronto, Ontario",2023-12-25,28-Dec-2023,50,$118.08,Shipped
ORD2023426,Adidas,Hospitality,Banner Print,"Quebec City, Quebec",2023-11-20,24-Nov-2023,106,420.43,Delivered
ORD2023427,Cineplex,Hospitality,Fabric Display,"Calgary, Alberta",29/05/2023,2023-06-01,114,101.7,Shipped
ORD2023428,Bell,Construction,Lightbox Frame,"Halifax, Nova Scotia",10/01/2023,15-Jan-2023,165,$102.17,Delivered
ORD2023429,Lululemon,Retail,Banner Print,"Montreal, Quebec",17/01/2023,2023-01-18,44,246.69,Delivered
ORD2023430,Walmart,Sports,Fabric Display," Winnipeg, Manitoba ",31/12/2023,2024-01-05,183,445.5,Shipped
ORD2023431,Cineplex,Construction,LED signage,"Brampton, Ontario",2023-12-04,08-Dec-2023,64,121.25,Delivered
ORD2023432,FIFA,Retail,Acrylic Panel,"Mississauga, Ontario",22/08/2023,24-Aug-2023,1,70.76,Shipped
ORD2023433,Cineplex,Hospitality,LED signage,"Vancouver, British Columbia",29/08/2023,2023-08-30,168,$112.29,Shipped
ORD2023434,Lululemon,Retail,LED Signage,"Edmonton, Alberta",2023-04-11,12-Apr-2023,142,356.86,Processing
ORD2023435,Lululemon,Sports,banner print,"Edmonton, Alberta",15/04/2023,16-Apr-2023,106,399.38,Delivered
ORD2023436,Rogers,Hospitality,Fabric Display,"Edmonton, Alberta",2023-07-16,2023-07-22,161,101.01,Delivered
ORD2023437,Nike,Events,Fabric Display,"Quebec City, Quebec",10/11/2023,2023-11-15,102,$351.53,Delivered
ORD2023438,Adidas,Hospitality,banner print,"Mississauga, Ontario",2023-06-09,2023-06-12,111,$414.07,Processing
ORD2023439,Adidas,Hospitality,banner print,"Calgary, Alberta",24/11/2023,28-Nov-2023,139,421.55,Delivered
ORD2023440,Cineplex,Events,Fabric Display,"Quebec City, Quebec",23/11/2023,29-Nov-2023,102,$43.82,Processing
ORD2023441,Adidas,Events,Fabric Display,"Vancouver, British Columbia",03/05/2023,2023-05-07,24,138.96,Processing
ORD2023442,Rogers,Sports,LED signage,"Mississauga, Ontario",2023-01-12,2023-01-15,148,$271.85,Shipped
ORD2023443,Nike,Hospitality,Banner Print,"Toronto, Ontario",2023-07-14,19-Jul-2023,98,471.74,Processing
ORD2023444,FIFA,Construction,LED signage,"Toronto, Ontario",2023-04-06,2023-04-08,8,372.17,Delivered
ORD2023445,Adidas,Construction,banner print,"Montreal, Quebec",30/10/2023,31-Oct-2023,155,154.39,Delivered
ORD2023446,FIFA,Hospitality,Acrylic Panel,"Halifax, Nova Scotia",21/05/2023,2023-05-23,182,139.07,Processing
ORD2023447,Lululemon,Retail,Lightbox Frame,"Surrey, British Columbia",2023-09-29,05-Oct-2023,70,$302.92,Delivered
ORD2023448,Walmart,Retail,Lightbox Frame," Winnipeg, Manitoba ",2023-10-17,19-Oct-2023,175,$241.71,Shipped
ORD2023449,Nike,Retail,Banner Print,"Toronto, Ontario",2023-10-10,2023-10-15,193,$120.2,Shipped
ORD2023450,Cineplex,Construction,,"Calgary, Alberta",17/05/2023,2023-05-21,85,$89.32,Delivered
ORD2023451,Cineplex,Events,Fabric Display,"Calgary, Alberta",2023-06-20,24-Jun-2023,143,345.42,Delivered
ORD2023452,Cineplex,Hospitality,Lightbox Frame,"Brampton, Ontario",10/07/2023,2023-07-14,36,$385.16,Shipped
ORD2023453,Adidas,Events,Acrylic Panel,"Montreal, Quebec",2023-10-18,22-Oct-2023,92,169.1,Processing
ORD2023454,Lululemon,Sports,LED Signage,"Mississauga, Ontario",2023-05-29,04-Jun-2023,158,83.67,Processing
ORD2023455,Nike,Retail,Lightbox Frame,"Halifax, Nova Scotia",2023-03-03,07-Mar-2023,180,$477.59,Processing
ORD2023456,Lululemon,Construction,Acrylic Panel,"Halifax, Nova Scotia",2023-01-14,2023-01-17,128,$195.98,Shipped
ORD2023457,Rogers,Events,banner print,"Quebec City, Quebec",26/09/2023,30-Sep-2023,71,$436.45,Shipped
ORD2023458,Rogers,Sports,Lightbox Frame,"Halifax, Nova Scotia",22/07/2023,25-Jul-2023,100,$152.81,Shipped
ORD2023459,Bell,Hospitality,Fabric Display,"Halifax, Nova Scotia",2023-03-28,2023-04-01,107,49.5,Delivered
ORD2023460,FIFA,Events,banner print,"Vancouver, British Columbia",08/10/2023,10-Oct-2023,33,$149.59,Shipped
ORD2023461,Lululemon,Events,banner print,"Mississauga, Ontario",2023-06-03,09-Jun-2023,84,$230.05,Delivered
ORD2023462,FIFA,Events,,"Calgary, Alberta",2023-02-27,05-Mar-2023,65,$255.26,Shipped
ORD2023463,Bell,Hospitality,,"Brampton, Ontario",2023-01-13,2023-01-18,97,48.03,Shipped
ORD2023464,Cineplex,Retail,LED signage,"Halifax, Nova Scotia",23/11/2023,24-Nov-2023,189,73.5,Processing
